author,timestamp,content,post_url,reactions
unknown,2019-04-08,"I am 69 and was recently diagnosed with Multiple Myeloma… we have lived at 420 W. Allegan St for 20 yrs. the abandoned Rock Ten Paper Mill is right  across the river behind our house. I didn't smoke or drink and had no family history of any kind of can…
See more
",https://www.facebook.com/groups/1996906587229548/posts/2132328600354012/?comment_id=2132405017013037&__cft__[0]=AZX0Py1WLKSbE_dEI9q7EyE4eVtWKbAUi6nUORaKimOpu9hWQLMrE16PhGlLjGX2TxWb019UfCgB5bUZ9cgKyRf2nt6XLQkg0jpYFXDyP5bLmE-JC5m0T2iQkmOXDYVFa3mN7uJfIEeC4OpZz436oSFjzzG39xuOkYufIt8yjkNWpJKVE9GfOZ6lzg-G3s1t94MfoK-cRDD_jwADRBBERSDObI5DXK4P7WIWZfiJEV9h6g&__tn__=R-R,0
unknown,2019-04-08,It won't let me share. Folks in Parchment need a dose of reality. Instead they bury their heads.,https://www.facebook.com/groups/1996906587229548/posts/2128946797358859/?comment_id=2129081320678740&__cft__[0]=AZX6s47DlaFbGsrXc4lDt7dw39g5GNX3xk45T8HqxzXovDC0W_63byvNGpTGHbZHy2NxaL5arjSAXyoMDAyi4fuPKk_Gu5_Nze25lNdAllgh36PnSi2Xax9yuJdmdymO5n70dM5JJEagXOjlrouqUscub5txRCbc6Py-VBUzT0_6Jd5HvU_fB9NA9axdRN1Nla5_K5ZveSmYiE21-MlXqmWtlbIk2iHhxq6v7VThE_OaGuULfMxWxMmDLvZj3b0jU7_0XwTfE9NEJnCdxva0FbX2&__tn__=R-R,0
unknown,2019-04-08,They're doing daily postive test results counts will be given in one shot notices maybe weekly.,https://www.facebook.com/groups/1996906587229548/posts/2127137517539787/?comment_id=2128906114029594&__cft__[0]=AZXFBOQfp20wTOrPLyMSv__lJUQ3daJba253Gpxc5JDl8ahnWsM1BeXjj2sv0MYes64bYqDaYN0O0-UMp_yp997Gu3VO48Rpq_o2RGuA0GSF2OeVAbVWa52E9JEN3r145t_uELC5wfZnx-ojKh5cHDMr4WBc4cBedGuEYzVhjELlQpmzaxQ7I78Wmx_YxBaVJ_M&__tn__=R-R,0
unknown,2019-04-08,"I will be doing another live stream today for more clarification about what I know. I’m making more calls today to Dr. mark Johnson because the latest article about them needing additional water for testing and now utilizing a second lab for quality co…
See more
",https://www.facebook.com/groups/1996906587229548/posts/2127137517539787/?comment_id=2127978534122352&__cft__[0]=AZXFBOQfp20wTOrPLyMSv__lJUQ3daJba253Gpxc5JDl8ahnWsM1BeXjj2sv0MYes64bYqDaYN0O0-UMp_yp997Gu3VO48Rpq_o2RGuA0GSF2OeVAbVWa52E9JEN3r145t_uELC5wfZnx-ojKh5cHDMr4WBc4cBedGuEYzVhjELlQpmzaxQ7I78Wmx_YxBaVJ_M&__tn__=R-R,0
unknown,2019-04-08,"It can't be covered up anymore.  Some may want to try.  Human denial is strong, stronger than deliberate corruption, which also exists.  The truth is almost always hidden in plain sight and it takes years, sometimes a generation or more to see it and a…
See more
",https://www.facebook.com/groups/1996906587229548/posts/2128899324030273/?comment_id=2128916287361910&__cft__[0]=AZUgW-0LbWVEpOc03EVCIIXCvUXqApgF_UDLXVl8bOchO9ZSICS9JBoR8jfnkUjlz2eL2RiXGedojtgF0zgPAi428gyUZ9FbBZ75mCB_7xb01EI9MtX6fBjqhaz9AoU9XaE2KozG6-4aZVgFRrNWAAnhLlQAeuF4JKbzaib4sFCe5YyBgq7LnS9_KUATMhT9WJVer5RBkeyUfZw_0WpZ2-hvIEn2grSLRsPNQ5b5IqAU-Q&__tn__=R-R,0
unknown,2019-04-08,"Probably also wise to not let your kids dig around in yards or play in sand pits or mud puddles or near any creeks/rivers in the area.. maybe even stay out of the parks for a while. That’s just my worry though, that the dirt/soil is worse, and small ch…
See more
",https://www.facebook.com/groups/1996906587229548/posts/2128899324030273/?comment_id=2128905510696321&__cft__[0]=AZUgW-0LbWVEpOc03EVCIIXCvUXqApgF_UDLXVl8bOchO9ZSICS9JBoR8jfnkUjlz2eL2RiXGedojtgF0zgPAi428gyUZ9FbBZ75mCB_7xb01EI9MtX6fBjqhaz9AoU9XaE2KozG6-4aZVgFRrNWAAnhLlQAeuF4JKbzaib4sFCe5YyBgq7LnS9_KUATMhT9WJVer5RBkeyUfZw_0WpZ2-hvIEn2grSLRsPNQ5b5IqAU-Q&__tn__=R-R,0
unknown,2019-04-08,So as of right now we don’t even know if the city water is safe enough!?,https://www.facebook.com/groups/1996906587229548/posts/2128415964078609/?comment_id=2128860830700789&__cft__[0]=AZUxrva_91-pTMLX1UpRSNB967-Mk5VEpIirzZDzAd4t9Wh8k2Hu2HbdEegVM4oFa0duGJ08cUdcqLxNJcm3bxF_F61f1WJlsMkio44_q232RBe5SEVF1Ks0iHRWYK8OymsnMGyzaN3wt5slWM3IlODpsyZLOkco2GgIwXhSrHTnSqU5tAq3iv_LssXNV8P1l5w&__tn__=R-R,0
unknown,2019-04-08,City should no know next week.,https://www.facebook.com/groups/1996906587229548/posts/2128415964078609/?comment_id=2128418754078330&__cft__[0]=AZUxrva_91-pTMLX1UpRSNB967-Mk5VEpIirzZDzAd4t9Wh8k2Hu2HbdEegVM4oFa0duGJ08cUdcqLxNJcm3bxF_F61f1WJlsMkio44_q232RBe5SEVF1Ks0iHRWYK8OymsnMGyzaN3wt5slWM3IlODpsyZLOkco2GgIwXhSrHTnSqU5tAq3iv_LssXNV8P1l5w&__tn__=R-R,0
unknown,2019-04-08,"The asphalt pad, which I have actually stood on, is not a cap.  It was originally poured to set barrels on once excavated.  Everything that was buried there, was removed in the 90’s. Unfortunately they never used to pad, as the barrels were all corrode…
See more
",https://www.facebook.com/groups/1996906587229548/posts/2128637680723104/?comment_id=2128904000696472&__cft__[0]=AZWWs6LJRPUmIb4WsSrCbbL0naygX_Dtju0ny8mOmolmmsnttCLCHr2gbOqTta-3ldAE6uRdA3tiBsHcHP-T5bUWHujZCm_pf8tEQ6CKVrUwJiCfEIwb5CIATQFKw5py6NQq0v_y_tRnBPy7h0QIKQ19lIR1q871AHbj9Tq7ZaXHAKifR11qywH5cFZORMxmdjvFXmJmF5hoS5BAV0V1uicN&__tn__=R-R,0
unknown,2019-04-08,They are all dead..now what?,https://www.facebook.com/groups/1996906587229548/posts/2128637680723104/?comment_id=2128719890714883&__cft__[0]=AZWWs6LJRPUmIb4WsSrCbbL0naygX_Dtju0ny8mOmolmmsnttCLCHr2gbOqTta-3ldAE6uRdA3tiBsHcHP-T5bUWHujZCm_pf8tEQ6CKVrUwJiCfEIwb5CIATQFKw5py6NQq0v_y_tRnBPy7h0QIKQ19lIR1q871AHbj9Tq7ZaXHAKifR11qywH5cFZORMxmdjvFXmJmF5hoS5BAV0V1uicN&__tn__=R-R,0
unknown,2019-04-08,We have to stop Corruption! We the people who that suffer! not the Billionaires!,https://www.facebook.com/groups/1996906587229548/posts/2128231240763748/?comment_id=2128249727428566&__cft__[0]=AZUN16Yg3lcdfeek_iQwK5bHaODtPodACRW68D1YI6JIKdiYjehrqGX94yPMdTUxUsWzGjAnTZXM2TzZfWlw6vFoTez9oBm0Q-aRZuivUSC8TJNQmqwrrvFhR1s717rhJUqTy_JnGDbRcac5xApW-DiUjNz70N_prg31YumqDYeb0qm4jlcM3ldApc3M0Hxi0DMn5mVh9SQ-HSzkmPt1ddRrhrwSNOLykH-GHu_Fr64-ww&__tn__=R-R,0
unknown,2019-04-08,"Thanks, Mary. Great information update.",https://www.facebook.com/groups/1996906587229548/posts/2126674424252763/?comment_id=2126880654232140&__cft__[0]=AZUfBIcQRpDdFkOSZElPCc_PNrpMLdlZ_szFSXFTs5okW4TkvvY1hICa-hnnKlv2wZ0nkZ46ol8_YeXqopY-rIY3jliPFsldRHNzEbH7W9B5Kq-HFUgwNH94-fQDDiuQqCRHwkCp5QmzIFDi5ahqJ4bDa19S5CsrNEBurGzpnUkV7XG8RdnCHannMgzvrGjm9HzIa_VF2vdmJMqwjo_Ew637R_NtIAoLLw2x7iLlGcvdxQ&__tn__=R-R,0
unknown,2019-04-08,"Chemical corporations and our government have been poisoning us forever and never have to account for it.  The corporations do it and the government covers it up.  This is so very, very sad and similar to what is going on now.",https://www.facebook.com/groups/1996906587229548/posts/2124812011105671/?comment_id=2125629444357261&__cft__[0]=AZUzQjCRLTft8j7qIeNxgTgJTLWAGE_jEG7bV47g4uLW7LZFIEhwc8nbAGR4TkKRQWEEZUOy_kv01HU-ZfhuNrWQxPWu0ZUM0Ll3sSgABXRtj4LxUsQ0rhPqRRdmjMtNBroEZ-tI7E4YG_HVMsgOQNytIje6mx2gQ5powjQFh_FIOu3tQGM_e4iAgLp3L9ZbPnratNiBx__esSz50a2Pvqxt&__tn__=R-R,0
unknown,2019-04-08,"And I’ve been told these types of dioxin have never been in drinking water so who’s to say parts per quadrillion is safe? The people of Otsego are about to be a major study I would imagine....there’s 2 studies looking at human exposure to dioxin (Vietn…
See more
",https://www.facebook.com/groups/1996906587229548/posts/2124812011105671/?comment_id=2124843474435858&__cft__[0]=AZUzQjCRLTft8j7qIeNxgTgJTLWAGE_jEG7bV47g4uLW7LZFIEhwc8nbAGR4TkKRQWEEZUOy_kv01HU-ZfhuNrWQxPWu0ZUM0Ll3sSgABXRtj4LxUsQ0rhPqRRdmjMtNBroEZ-tI7E4YG_HVMsgOQNytIje6mx2gQ5powjQFh_FIOu3tQGM_e4iAgLp3L9ZbPnratNiBx__esSz50a2Pvqxt&__tn__=R-R,0
unknown,2019-04-08,"Press release would be nice, especially explaining the varying result numbers presently being communicated.",https://www.facebook.com/groups/1996906587229548/posts/2125523531034519/?comment_id=2125618574358348&__cft__[0]=AZW1Am-w4f54OmpWHbU_f9jCXw0ygEPi-kOCcf-cz5W0e8lWfpVquYToHtAnc5r4vu0sZexMEI10WX5FfTF5ntb03pxH1TsJPtZt7SvHZYidieYweuyaCTK7_w8PmOLg55kP-fghELt22gA00_5oheO-ki3xgTOQXWKB2RKkwWjb_0CB1AVxE-aFVfBTyFTkKY0&__tn__=R-R,0
unknown,2019-04-08,,https://www.facebook.com/groups/1996906587229548/posts/2125266737726865/?comment_id=2125561857697353&__cft__[0]=AZWVJ9GGv8pqWX4b9_OOq9fZepwgJgzuTseTrxEgqk34a_sqaiTsHYwrF79feIZvHCFWTLz9rU_VHhYq_NBZaaV8zG0SjM87BHTYdk9-5oOBVHK4r1yFCch3akfKzPbi5UfdW1U1avhYJ8S2kmaoT2TpFr3EFXXVsH2l2IHZyPtxhb9RHYTRsqauJLk6X6Q14Tg&__tn__=R-R,0
unknown,2019-04-08,Sad. Prayers for her family.,https://www.facebook.com/groups/1996906587229548/posts/2125266737726865/?comment_id=2125286217724917&__cft__[0]=AZWVJ9GGv8pqWX4b9_OOq9fZepwgJgzuTseTrxEgqk34a_sqaiTsHYwrF79feIZvHCFWTLz9rU_VHhYq_NBZaaV8zG0SjM87BHTYdk9-5oOBVHK4r1yFCch3akfKzPbi5UfdW1U1avhYJ8S2kmaoT2TpFr3EFXXVsH2l2IHZyPtxhb9RHYTRsqauJLk6X6Q14Tg&__tn__=R-R,0
unknown,2019-04-08,Around $90 pre month,https://www.facebook.com/groups/1996906587229548/posts/2124719054448300/?comment_id=2125329501053922&__cft__[0]=AZUVz33tWvHSjerEEXWjjFlYWzx0KZLh1iYWLTegJO-_9-9_j490bf6IG83vKeXx2gxAnnD9mP-5bsXr5NJrHC43AXZZnkyL88MoTQVSKoAx3raJUeAtqdI-2SolbByWYJsQSLUHw7mSqp62-c8xJJYEvjEnzHWZYCfpl7x1iRFoLgg01G9V29mNPlzUGldgkFA&__tn__=R-R,0
unknown,2019-04-08,120 each month for only my boyfriend and I in otsego.,https://www.facebook.com/groups/1996906587229548/posts/2124719054448300/?comment_id=2125155847737954&__cft__[0]=AZUVz33tWvHSjerEEXWjjFlYWzx0KZLh1iYWLTegJO-_9-9_j490bf6IG83vKeXx2gxAnnD9mP-5bsXr5NJrHC43AXZZnkyL88MoTQVSKoAx3raJUeAtqdI-2SolbByWYJsQSLUHw7mSqp62-c8xJJYEvjEnzHWZYCfpl7x1iRFoLgg01G9V29mNPlzUGldgkFA&__tn__=R-R,0
unknown,2019-04-08,"Okay...what about community waters...it's not just military bases.  Upton never follows through, guess pushing is all they understand.",https://www.facebook.com/groups/1996906587229548/posts/2124697724450433/?comment_id=2125293794390826&__cft__[0]=AZXElgesvtXo7FZMT8mg4edgQdrbPQCXjsTsqSO_h1rAa5i5C_tM353fbmBnvKb1Yz20PGPAs44UMYPLk2WS983GBdUJTs2FXzZ3wmDrLrnFv3FvZays1LLi8PmUcj3p5Ns_-UXSDbL0ImaSMzydzv4q_YUrhTrPJrP2zjEEZlPWLZOVEt88QYvNUsugfg4Z3QnwzFeNcpaSRVv-Pf00zobv&__tn__=R-R,0
unknown,2019-04-08,It’s to the point where it should just be provided to all citizens. I do the same,https://www.facebook.com/groups/1996906587229548/posts/2124529044467301/?comment_id=2125281627725376&__cft__[0]=AZUqjLUGj-ADYZxMudjxlG8-eNaBjmlDKx0rJTqu9MKU_6S25otBSIhB2mTbyesNVgyBbAIYBCwqjQQO-sAeJh8MS0jPk046yL5Q0dsZ8Fz9eREV-y12HfScyWGBYdb2_wUnByIvNRq7GB_LNQD6NNbjhrVK-7pX-NVzDQcPpLbSyt60QBXYek2Pa6aLvYqgfdc&__tn__=R-R,0
unknown,2019-04-08,"It seems no matter if you have city water or a private, there seems to be no answer.",https://www.facebook.com/groups/1996906587229548/posts/2124529044467301/?comment_id=2124713021115570&__cft__[0]=AZUqjLUGj-ADYZxMudjxlG8-eNaBjmlDKx0rJTqu9MKU_6S25otBSIhB2mTbyesNVgyBbAIYBCwqjQQO-sAeJh8MS0jPk046yL5Q0dsZ8Fz9eREV-y12HfScyWGBYdb2_wUnByIvNRq7GB_LNQD6NNbjhrVK-7pX-NVzDQcPpLbSyt60QBXYek2Pa6aLvYqgfdc&__tn__=R-R,0
unknown,2019-04-08,Wth is wrong with people????,https://www.facebook.com/groups/1996906587229548/posts/2125114434408762/?comment_id=2125143734405832&__cft__[0]=AZVcUa3sH8iogGK3UmW_CfC8wBIrc2Rp6Ob_JPsIk8hPm96xk_cs7zn2c9cJcxJXUit0ZK574hMU97LYjDshvap3ttWgmX5_bRV28xAfjfNIoY6x4Ts4QCntThNWdxi8uUq9k_Up-Y0VNwv5kxZXaFum6YyJXds5ldOC3Cti0t4aK_Z8Q6Bpql_LuRsduR9zt_exjPez5q2z1i3HlGsykfea12aT9xio9L-TzYDOvG2QiXXZqB0zpMatFFgzKJnHNxc5UnYjKxpoYUrHWnkkdBi4&__tn__=R-R,0
unknown,2019-04-08,I love you all!!,https://www.facebook.com/groups/1996906587229548/posts/2121870028066536/?comment_id=2121875581399314&__cft__[0]=AZX53gCg4FHlKykgmGL7i27BBZcF__gC-_-hT4cPelE-scmv6mbxrV6rWvBJWyK7FBZt47Be8vD-iIeYs-rUivJDrKuKCltAVUe56jVFQKEGpihcQM6b3KqPR0B0SX-NEfqVtfPquJRfKRpFi0m_B3GZ-gdIyvayw8BWXMqU8dh0bqakFhk1HDe4CpZ9e5M1YmtWdTPIEiHX8slb3gcAFShd&__tn__=R-R,0
unknown,2019-04-08,thanks for sharing!,https://www.facebook.com/groups/1996906587229548/posts/2121877028065836/?comment_id=2121884564731749&__cft__[0]=AZWumvTpwku7TD3dQp0LdMA_F1jq_w1J37BnxZq_1sNWnvkbMQkncuGJv4zKYr01fxduKExIkwePed2VaIByrNMUlNXkl3rtcnPrRldy8dlK_FCk0wdIbkhhMCRqK37oxWwnE3JO3LhPfmxQWMH5SJomoFSQVM_F5hP1eNKj8mcgWzsSSl4raNOpFsDMmsLF3tpIb2EF3brp30aEXh5Ye5lTc8U1G-MSdnfkFzQfu-M_Qw&__tn__=R-R,0
unknown,2019-04-08,Where's Debbie Stabenow & her passion for our great lakes.  Crickets!,https://www.facebook.com/groups/1996906587229548/posts/2121314544788751/?comment_id=2121860071400865&__cft__[0]=AZXDOjeGuDIIMUPog-9uQ5vyodOjx3q89Vnx05oBtZjEBaQ1tAUU8uQCKlnQyVHZO8kQ_XqqwVSL47l37qII_JFGAo3cOprLhrJ8NpvhAEmIjFZ0XB23mtdMUlrHE6KmvuZxQSm8ZwQd3roXPc9faIR6wVUzDTxr6Ek8p-_JdQzy0zeqXWEsRyT5MZzgQs3TJT2q2qOQ7GvfYWvb12rBag3g&__tn__=R-R,0
unknown,2019-04-08,Because it’s everywhere.,https://www.facebook.com/groups/1996906587229548/posts/2121314544788751/?comment_id=2121637871423085&__cft__[0]=AZXDOjeGuDIIMUPog-9uQ5vyodOjx3q89Vnx05oBtZjEBaQ1tAUU8uQCKlnQyVHZO8kQ_XqqwVSL47l37qII_JFGAo3cOprLhrJ8NpvhAEmIjFZ0XB23mtdMUlrHE6KmvuZxQSm8ZwQd3roXPc9faIR6wVUzDTxr6Ek8p-_JdQzy0zeqXWEsRyT5MZzgQs3TJT2q2qOQ7GvfYWvb12rBag3g&__tn__=R-R,0
unknown,2019-04-08,not yet.,https://www.facebook.com/groups/1996906587229548/posts/2121079824812223/?comment_id=2121413861445486&__cft__[0]=AZVzTuHOyHexfJr9gjVaSMoJeidT8srTnr-X6HmzxZlqOmphQCjS0qzPJWCxr_k_BullFNwtQvmv-e4Z0nK1XFTZK0H4bnCpSDStI-MXopNriTwp0OzFoD-q-HYyZQK8eKYaAczpB8vUSGWrf-VOdt0HnazOvkOZ9yWCMPcm67lTvcmVT5Hk9tWSchxFaJAwzTY&__tn__=R-R,0
unknown,2019-04-08,Bullshit about agencies,https://www.facebook.com/groups/1996906587229548/posts/2121144604805745/?comment_id=2121316684788537&__cft__[0]=AZVbXDtOq4IaETZuLz2BArtrY2-vGKs7si3ShZSnS77WJLO-YabV9JnoTe2YwM7Amv3zoRgpFtCyoyGQ6CvpKH-a2ZIVm0-lpJk5pYz4PbbZEJ8iGifl6Qz_Klj7t5XdFhyltFYYfc3sJEeBNehrNMJ1rv8KWSCvgwp4LPkDeqC5qcR7iTdBdCXqpXc6S2PbWLc&__tn__=R-R,0
unknown,2019-04-08,While it may seem quiet and there is no news......,https://www.facebook.com/groups/1996906587229548/posts/2121144604805745/?comment_id=2121145101472362&__cft__[0]=AZVbXDtOq4IaETZuLz2BArtrY2-vGKs7si3ShZSnS77WJLO-YabV9JnoTe2YwM7Amv3zoRgpFtCyoyGQ6CvpKH-a2ZIVm0-lpJk5pYz4PbbZEJ8iGifl6Qz_Klj7t5XdFhyltFYYfc3sJEeBNehrNMJ1rv8KWSCvgwp4LPkDeqC5qcR7iTdBdCXqpXc6S2PbWLc&__tn__=R-R,0
unknown,2019-04-08,Wish I was there sorry my work is killing me and can’t get their mid week,https://www.facebook.com/groups/1996906587229548/posts/2100673516852854/?comment_id=2100674323519440&__cft__[0]=AZXKP5pVNUeZqe8we-V75YwQVHkjZI6c6S3zQbOmGlWLzBkQu3jVQ1Dh2SfjRlX6Tl5ci6eedB5AA2uvOydIMeS1IAOelEBM1iqjeZ90OqKmcm3UhasWZhiBT39jXYZ7u_I&__tn__=R-R,0
unknown,2019-04-08,Casey and christina,https://www.facebook.com/groups/1996906587229548/posts/2100673516852854/?comment_id=2100674856852720&__cft__[0]=AZXKP5pVNUeZqe8we-V75YwQVHkjZI6c6S3zQbOmGlWLzBkQu3jVQ1Dh2SfjRlX6Tl5ci6eedB5AA2uvOydIMeS1IAOelEBM1iqjeZ90OqKmcm3UhasWZhiBT39jXYZ7u_I&__tn__=R-R,0
unknown,2019-04-08,Proud of all your investigation as well as others. Keep Going.,https://www.facebook.com/groups/1996906587229548/posts/2097249267195279/?comment_id=2098397163747156&__cft__[0]=AZW_-EbZO8GRcg7ZNP3ZX24pyBSi35I7qKZgoxbQAhM9LJWDl1mvvR2WJDCtNDXOAF3l1LfPubreRvkdc-3dN2YCg2nvVc0zidUYjngvvdN9YEfZ_S_8e_zbkNty-YfmSQLSggYnzRxm0V7qXK_wWcjpF8p_C9OGUQFbY_FcIVh_oD8Re3IDao5RVPvSWfsq8so&__tn__=R-R,0
unknown,2019-04-08,Most of the original wells were 40ft. Shallow,https://www.facebook.com/groups/1996906587229548/posts/2097249267195279/?comment_id=2098211623765710&__cft__[0]=AZW_-EbZO8GRcg7ZNP3ZX24pyBSi35I7qKZgoxbQAhM9LJWDl1mvvR2WJDCtNDXOAF3l1LfPubreRvkdc-3dN2YCg2nvVc0zidUYjngvvdN9YEfZ_S_8e_zbkNty-YfmSQLSggYnzRxm0V7qXK_wWcjpF8p_C9OGUQFbY_FcIVh_oD8Re3IDao5RVPvSWfsq8so&__tn__=R-R,0
unknown,2019-04-08,"Teresa Loomis
here’s your updates",https://www.facebook.com/groups/1996906587229548/posts/2096266977293508/?comment_id=2098350113751861&__cft__[0]=AZVh7lkRVY4AAXfjMzpuzfGj24YRgiKKOoO9k3rp1uqrf7fqoku-ycdmwL6FwfkFY0mlouIGpmxpr2hE5DEm5WmoNnnqUGkeIUFiwnEFim9NBoOd2KD3tZf36cNtaVFxuf56I1IJjnyJeJEXwORkLIMEhfkJAjdcbTGRrrk9dJgOD2dAsKsbykbn83elK6xbDP6CKhjWs1Aa1BiYpfCcF9WJ&__tn__=R-R,0
unknown,2019-04-08,What are the ppm amounts of each of those chemicals you listed though?  Probably trace amounts at best right?,https://www.facebook.com/groups/1996906587229548/posts/2097004937219712/?comment_id=2097524967167709&__cft__[0]=AZWMwKbf9DHkW-mc-iAkpFwLT3MNUMxy8eB_ndQJsgs8ZTaMkKjHZv3CICBLKPZTEkyak5_FLI3Nl683whv8SMInAJB6SxYtb-j2N5ivw_JJSju70wNqNVPNbIoV5f_WN4qLOUTzF12cys-w-SBPm8HX7VVhSiA1mO4wZglpEj3Vuk5rluRXssSFSXurlS7WWHIuJLwKqzOzt1v5R6rk0BfEPaoeF_VzEKFJEGtGrjnHSg&__tn__=R-R,0
unknown,2019-04-08,"Chris Newland
why can't we share this? Is this still a public group??",https://www.facebook.com/groups/1996906587229548/posts/2097004937219712/?comment_id=2097365917183614&__cft__[0]=AZWMwKbf9DHkW-mc-iAkpFwLT3MNUMxy8eB_ndQJsgs8ZTaMkKjHZv3CICBLKPZTEkyak5_FLI3Nl683whv8SMInAJB6SxYtb-j2N5ivw_JJSju70wNqNVPNbIoV5f_WN4qLOUTzF12cys-w-SBPm8HX7VVhSiA1mO4wZglpEj3Vuk5rluRXssSFSXurlS7WWHIuJLwKqzOzt1v5R6rk0BfEPaoeF_VzEKFJEGtGrjnHSg&__tn__=R-R,0
unknown,2019-04-08,Casey and Christina are on it! MVPs!!,https://www.facebook.com/groups/1996906587229548/posts/2096207013966171/?comment_id=2096446450608894&__cft__[0]=AZWyU5Z0Eeq_z_rMD7kTL5JpEdj2r-vRVdt0ASICiqncyXFU2oFObX7xSMn0RhDt-3ufzw6gzsEENbvLuYwOU6Gj9yQ9M9XdaKWHHOX7NB-T8udfv4pjri93t39Ss48yTiSIAWPPBV-jl4oKH1JAFJcXpB_VPyOHPES-7jR6biccLxzCW2hpDGHK6beCMvzmMGA&__tn__=R-R,0
unknown,2019-04-08,"Flyers, paper health survey, maps, health survey data etc",https://www.facebook.com/groups/1996906587229548/posts/2096207013966171/?comment_id=2096249897295216&__cft__[0]=AZWyU5Z0Eeq_z_rMD7kTL5JpEdj2r-vRVdt0ASICiqncyXFU2oFObX7xSMn0RhDt-3ufzw6gzsEENbvLuYwOU6Gj9yQ9M9XdaKWHHOX7NB-T8udfv4pjri93t39Ss48yTiSIAWPPBV-jl4oKH1JAFJcXpB_VPyOHPES-7jR6biccLxzCW2hpDGHK6beCMvzmMGA&__tn__=R-R,0
unknown,2019-04-08,"Casey Amidon
I wanted to share this, but I'm not sure if it's appropriate to add since it's not my family.
",https://www.facebook.com/groups/1996906587229548/posts/2094202770833262/?comment_id=2097331970520342&__cft__[0]=AZWFenXLBizOcFQz78eAIXxmxvT5xuY1IJXAaQ-6w4FDJC5wjJ1BEOALst-YHt8JbgStsMmP69uwuSEWahBxZVkMLSwjNjWmuKkeMaO7N3HUDXbLXKjnFo4s_UyrDmP5BBlZ5jQjO7_TlLxih-P7OQ1s8cgB5-nM23ff08RdFtEVaRON7hhOEDGt0JbWeK8sUvqKz7DmGOuCD2SDeHAnkczX&__tn__=R-R,0
unknown,2019-04-08,Seems like that newspaper list is a lot longer now,https://www.facebook.com/groups/1996906587229548/posts/2094333867486819/?comment_id=2097347110518828&__cft__[0]=AZVam3ZgbC_UH-aUgT762iTflOmN8OsDYRxrWtiK93XiVy1mQDek-5_vMQbnECsNKHm5YnH5qcpfdN_ruvVLNefDNHnZEvSYFEfWMAFMLszGgXZ-SBjUpI87t2y7lSiPEzn-WdBdQr1h1fkgTMlCnFfc0k0WVtk7E0g1lJYF5s5-4M71_BNOIBjYRZ7padSVwn7UDS45HLdU5mv2ExRnfUMc&__tn__=R-R,0
unknown,2019-04-08,It’s all pure corruption,https://www.facebook.com/groups/1996906587229548/posts/2094333867486819/?comment_id=2095738330679706&__cft__[0]=AZVam3ZgbC_UH-aUgT762iTflOmN8OsDYRxrWtiK93XiVy1mQDek-5_vMQbnECsNKHm5YnH5qcpfdN_ruvVLNefDNHnZEvSYFEfWMAFMLszGgXZ-SBjUpI87t2y7lSiPEzn-WdBdQr1h1fkgTMlCnFfc0k0WVtk7E0g1lJYF5s5-4M71_BNOIBjYRZ7padSVwn7UDS45HLdU5mv2ExRnfUMc&__tn__=R-R,0
unknown,2019-04-08,To share save to your saved posts then share from your shared,https://www.facebook.com/groups/1996906587229548/posts/2088568014730071/?comment_id=2088688101384729&__cft__[0]=AZWikCIG8EOLw_568nvsSJvCvbyBZU3AdEBbJONJVZjivK_IzLaNbr6fRmt8PjNIbESS3xCbP6VlVLABbAzljQl1aSQawe3G0CidT-4wFmtpUxCjjNEYNHqPla7f1IPtKrt902yeJkkrTOxBGwjp5x5adTHpbDMmvlAbJH8QkE5fbf2AiMoS9lRoTV5hq0a4bEEoFmmFIAwy15in1nhaHLXg1ADQVPdyrhWhh0L6ekOC8w&__tn__=R-R,0
unknown,2019-04-08,"Hoping that the discovery of this so close to us, is the ticket that we need. Maybe a blessing is right around the corner, with all of this. We can only hope!",https://www.facebook.com/groups/1996906587229548/posts/2087660678154138/?comment_id=2088242188095987&__cft__[0]=AZX6FtSAinSsqbqPINgi1Hn_BNkfhsRDuXsrbsoodzJ0VpafHF-u8R1TSNRL_AWmpm4aoyc3A0bl-l5mHePKjQTINOS8dJz0y9ULKPuyfDfLmwDx3O0qcNAbXQlYvy09334nL5eg3mKWBu5XdpG8tvP1uU5O7zRuY4v1sa11bgrLgtEznu7KuSOA6AYuA6-grRY&__tn__=R-R,0
unknown,2019-04-08,"The most contamination  is in Otsego! I knew this would be SW Michigan wide. ITS NOT JUST PFAS!! It’s covering up the real story about the paper mill contamination with local waste haulers spreading waste from other industries. All will be revealed. Ma…
See more
",https://www.facebook.com/groups/1996906587229548/posts/2087660678154138/?comment_id=2087825821470957&__cft__[0]=AZX6FtSAinSsqbqPINgi1Hn_BNkfhsRDuXsrbsoodzJ0VpafHF-u8R1TSNRL_AWmpm4aoyc3A0bl-l5mHePKjQTINOS8dJz0y9ULKPuyfDfLmwDx3O0qcNAbXQlYvy09334nL5eg3mKWBu5XdpG8tvP1uU5O7zRuY4v1sa11bgrLgtEznu7KuSOA6AYuA6-grRY&__tn__=R-R,0
